filename,mean(chroma_stft),var(chroma_stft),mean(rms),var(rms),mean(spec_cent),(spec_cent),mean(spec_bw),var(spec_bw),mean(rolloff),var(rolloff),mean(zcr),var(zcr),mean(harmony),var(harmony),tempo,mean(mfcc1),var(mfcc1),mean(mfcc2),var(mfcc2),mean(mfcc3),var(mfcc3),mean(mfcc4),var(mfcc4),mean(mfcc5),var(mfcc5),mean(mfcc6),var(mfcc6),mean(mfcc7),var(mfcc7),mean(mfcc8),var(mfcc8),mean(mfcc9),var(mfcc9),mean(mfcc10),var(mfcc10),mean(mfcc11),var(mfcc11),mean(mfcc12),var(mfcc12),mean(mfcc13),var(mfcc13),mean(mfcc14),var(mfcc14),mean(mfcc15),var(mfcc15),mean(mfcc16),var(mfcc16),mean(mfcc17),var(mfcc17),mean(mfcc18),var(mfcc18),mean(mfcc19),var(mfcc19),mean(mfcc20),var(mfcc20),label
blues.00080.wav,0.3682447076,0.08790871501,0.2424658686,0.007511124015,1827.2085,155323.6994,1898.679905,55241.07013,3743.563184,769369.3094,0.09403926793,0.001203933468,0.04031134166,0.009285941714,117.4538352,-54.68325424,2271.905029,119.4745178,397.8712158,-34.85563278,247.1807556,37.53553009,185.7236786,-15.87332153,157.4968414,22.0690403,112.3200378,-14.65143013,208.4320068,18.51967621,94.90193939,-9.633943558,125.0894089,11.25652409,77.01272583,-11.72150993,76.04410553,11.53805637,55.87769318,-6.424896717,72.91046906,1.794930935,61.15389252,-5.877292156,46.90419769,0.3720801175,64.89404297,-9.06851387,48.60355759,-2.030222893,44.91321564,-5.41825819,54.03911591,0.0286468491,49.16867828,blues
blues.00069.wav,0.292001307,0.08678750694,0.1165231094,0.0009636525065,2371.480544,236638.6922,2210.07045,43050.53582,5005.229028,485831.4097,0.1251287733,0.002502175342,0.01488009092,0.009254893785,123.046875,-121.4489822,1179.00061,96.08054352,435.6878357,-19.58983994,272.1419067,48.03021622,131.2861786,-38.77530289,200.4844055,24.75970459,104.0672455,-32.93043137,132.5179138,8.096977234,101.27948,-17.80805969,69.26285553,6.114920139,74.12097931,-19.98377228,43.10758209,6.802317619,64.29640198,-19.3269577,87.27728271,-0.1143273935,66.40348053,-12.25440502,60.68535614,-4.928004742,60.06644058,-10.41423988,59.11118698,-2.043780565,115.3911667,-1.762690425,104.8498535,-3.962453365,77.25391388,blues
blues.00096.wav,0.2605245411,0.09181314707,0.05139950663,0.0008577092667,1132.135958,319127.4657,1582.635546,151263.9274,2064.964234,1738169.857,0.04829301709,0.001265980179,0.0364569487,0.05230450679,123.046875,-314.5491943,5277.498535,139.9153442,679.9854736,11.90283775,529.34552,30.1425457,489.2974548,-7.547296524,264.4197693,14.91878605,214.5515747,-2.7081182,174.5536041,6.730427742,115.2048492,-6.364284039,134.2942963,2.812131166,86.23371124,-11.72984314,139.9125214,2.087114096,147.6240845,-11.43792248,85.30271149,-9.496204376,82.91876984,-15.17654228,94.7738266,-9.339566231,169.1110077,-5.682142258,149.4927673,1.569423914,165.5210266,0.8890997171,176.9335632,-7.959035873,138.0886536,blues
blues.00066.wav,0.3745931685,0.08878588676,0.1104610786,0.0007025626837,2340.802465,347328.6622,2256.615102,45431.13596,4972.96253,733741.7026,0.1217916183,0.003999853683,0.01338120576,0.006377647206,161.4990234,-116.5712585,1589.969971,97.41709137,504.5433655,-13.87551403,291.7072144,48.96017456,154.6570435,-22.58349419,162.6187744,27.74841118,79.6529541,-20.23315239,186.6089325,18.63067818,65.98192596,-14.63075542,74.04170227,8.474961281,51.4072876,-16.63326836,70.21138,11.01393509,82.98953247,-13.85932255,74.63477325,9.728479385,76.16798401,-5.101742268,75.95101166,2.633323669,80.20961761,-9.873257637,55.70285797,6.150330067,99.99878693,-7.687685966,90.59548187,-4.834908009,76.36721802,blues
blues.00092.wav,0.3909136355,0.1004802436,0.06308422983,0.001534008188,918.5851689,522858.8362,1437.73591,193517.1181,1600.326673,2287749.12,0.03231153023,0.001600297559,-0.01891453347,0.03393479855,83.35433468,-332.4126892,7286.018555,128.0675201,966.3455811,28.91122055,1191.392334,41.81930923,303.9927979,31.26514244,228.106781,23.32264519,160.9996185,5.815548897,186.581955,9.009305954,148.9646301,-3.875854254,184.6523895,3.73243165,95.79631042,-0.8626900911,90.47418976,-0.4327591658,82.53702545,1.509841323,91.94364166,-1.567925334,68.92770386,-0.8396052718,57.88961029,2.15819931,60.84391785,-3.900183678,72.75001526,-4.195144653,43.19254303,-5.923442364,45.39341354,-3.431425333,32.51763153,blues
blues.00026.wav,0.278378427,0.095014669,0.07711019367,0.005945712794,1198.459085,161879.864,1573.500275,84832.42179,2477.275946,994270.4002,0.05197268646,0.00148686946,-0.02025887903,0.01228673806,83.35433468,-284.8483887,6201.416504,108.7495499,676.8225098,9.129682541,1447.732178,51.25131226,294.6149902,18.12371635,210.4651184,7.632777691,181.7389374,8.775374413,121.5128937,2.365381718,103.1889267,0.01926105283,93.41172791,2.236927509,106.5563889,4.190629005,84.38259888,-3.304580927,97.56175995,1.614048243,68.65952301,2.691864252,74.71231842,3.376128435,93.72638702,3.292785883,116.546936,-4.524483204,138.1370544,0.4967205226,105.847229,5.921975136,140.8714905,3.214539289,170.0788116,blues
blues.00035.wav,0.288384825,0.09655050933,0.1733787209,0.003346121171,1506.872876,414007.0987,2096.692973,246870.0935,3404.186247,4183767.96,0.04541997474,0.0005739812927,0.009729650186,0.01460833368,129.1992188,-171.7732697,1943.114502,120.2935791,693.2810059,15.34043312,269.1687927,21.10759354,146.6925812,-5.385007858,175.8273163,24.195364,119.1139755,-24.13754654,145.4853821,18.54475212,100.469986,-22.34850121,139.3845673,1.319495082,116.1688538,-20.76322556,68.07737732,-4.981887817,81.39246368,-17.10808754,86.43946075,-7.87930584,63.27621078,-15.30016804,43.73119354,-9.343680382,49.50434875,-8.91159153,43.13096619,-8.512011528,57.29566193,-14.32995892,57.28904343,-19.92963409,48.6390686,blues
blues.00001.wav,0.3409135938,0.09498025477,0.09594780952,0.002372739138,1530.176679,375850.0736,2039.036516,213843.7555,3550.522098,2977893.388,0.05603980871,0.001447521491,0.02915306697,0.004761770546,107.6660156,-207.5016937,7764.555176,123.9912643,560.2599487,8.955126762,572.8109131,35.8776474,264.5061035,2.907319546,279.9329224,21.51046753,156.4770966,-8.560436249,200.8491821,23.37068558,142.555954,-10.09966087,166.1085205,11.90049744,104.3586121,-5.55563879,105.1736298,5.376327038,96.19721222,-2.231760263,64.91429138,4.22013998,73.15253448,-6.01214838,52.42214203,0.9279975891,55.35640335,-0.7311248183,60.31452942,0.295073092,48.12059784,-0.2835181653,51.10618973,0.5312157869,45.78628159,blues
blues.00048.wav,0.3795294464,0.0835718289,0.1239691079,0.0009199082851,2148.197609,166440.6238,2204.331845,80022.31037,4672.197141,822963.9626,0.0987668727,0.001309746939,-0.008107491616,0.008929642433,123.046875,-106.3553543,1518.744019,102.6562958,267.5457764,-20.14608765,370.773407,59.34887314,124.660881,-9.948382378,129.9541321,33.68738937,59.78564453,-14.17132187,118.1977005,23.52147293,94.02342987,-13.31356144,62.01074219,15.99045658,79.68783569,-18.92352867,62.09151459,7.813085556,68.8266983,-7.785444736,50.83649445,4.038029671,53.95653152,-11.343647,37.15631485,2.060205936,47.11375046,-5.731268406,32.24763489,0.4702826142,65.77414703,-1.903810859,65.34735107,-3.131631613,46.60992432,blues
blues.00051.wav,0.3936876655,0.08524231613,0.1966755539,0.001704345807,1977.234251,137042.5444,1928.108818,73970.44667,3943.448931,695711.9879,0.1066016531,0.0009462056088,0.01202082798,0.004248321888,99.38401442,-55.60754395,1011.33429,114.9316254,317.6229858,-37.03194427,206.9539795,64.88949585,69.23389435,-7.141715527,94.64948273,15.23793983,115.2488403,-16.23267555,98.28748322,18.63157463,78.21032715,-9.752267838,68.45375824,21.45428276,73.52996063,-5.648910522,72.10813141,12.78808498,99.35340881,-16.53047752,55.94620132,3.79291749,54.18231583,-7.900901318,58.02664566,8.470493317,56.29411316,-4.0714221,47.10507584,3.203313828,50.16162872,-5.184596062,54.76946259,-1.27990067,57.96528244,blues
