filename,mean(chroma_stft),var(chroma_stft),mean(rms),var(rms),mean(spec_cent),(spec_cent),mean(spec_bw),var(spec_bw),mean(rolloff),var(rolloff),mean(zcr),var(zcr),mean(harmony),var(harmony),tempo,mean(mfcc1),var(mfcc1),mean(mfcc2),var(mfcc2),mean(mfcc3),var(mfcc3),mean(mfcc4),var(mfcc4),mean(mfcc5),var(mfcc5),mean(mfcc6),var(mfcc6),mean(mfcc7),var(mfcc7),mean(mfcc8),var(mfcc8),mean(mfcc9),var(mfcc9),mean(mfcc10),var(mfcc10),mean(mfcc11),var(mfcc11),mean(mfcc12),var(mfcc12),mean(mfcc13),var(mfcc13),mean(mfcc14),var(mfcc14),mean(mfcc15),var(mfcc15),mean(mfcc16),var(mfcc16),mean(mfcc17),var(mfcc17),mean(mfcc18),var(mfcc18),mean(mfcc19),var(mfcc19),mean(mfcc20),var(mfcc20),label
blues.00003.wav,0.4047847092151642,0.09399904310703278,0.14109300076961517,0.006346346344798803,1070.1066149971296,184355.94241695458,1596.4128721770285,166441.49476892172,2184.7457991951856,1493194.3602957157,0.03330886262567672,0.00042275898709484,0.026562586461043237,0.017854214662387857,172.265625,-199.54420471191406,5507.51708984375,150.09091186523438,456.50531005859375,5.662678241729736,257.1611633300781,26.859079360961914,158.2672882080078,1.7713990211486816,268.034423828125,14.234030723571777,126.79412841796875,-4.832006454467773,155.91207885742188,9.286494255065918,81.27374267578125,-0.7591865062713623,92.11408996582031,8.137606620788574,71.31407928466797,-3.200653076171875,110.23668670654297,6.079319000244141,48.25199508666992,-2.4801738262176514,56.799407958984375,-1.0793046951293945,62.28990173339844,-2.87078857421875,51.65159606933594,0.7808733582496643,44.42775344848633,-3.319596529006958,50.206668853759766,0.6369651556015015,37.31913375854492,-0.6191211342811584,37.259735107421875,-3.4074490070343018,31.949342727661133,blues
blues.00039.wav,0.2552458345890045,0.09715034812688828,0.08586248010396957,0.0026275399141013622,1151.0089925770378,514842.39001679013,1709.0839761116583,330182.2983401516,2311.446966538573,3921596.9464694015,0.03532089858855375,0.0009460119121801402,0.017620494288144318,0.060611427602577705,117.45383522727273,-301.7304992675781,5067.6328125,111.54287719726562,593.4768676757812,21.90022850036621,301.9720458984375,16.151121139526367,242.05897521972656,8.20067310333252,284.04510498046875,22.084373474121094,138.2540283203125,-8.597672462463379,281.06011962890625,1.4887747764587402,121.00829315185547,-17.071401596069336,113.31486511230469,-8.334585189819336,113.6551742553711,-17.008359909057617,106.54956817626953,-10.573770523071289,89.16629028320312,-15.67957592010498,78.43456268310547,-12.594489097595215,82.74784851074219,-12.256568908691406,90.98735046386719,-14.56031608581543,145.20750427246094,-10.100235939025879,142.62741088867188,-5.785847187042236,78.72500610351562,-7.76840353012085,88.78462982177734,-7.180643558502197,137.45547485351562,blues
blues.00021.wav,0.3211003839969635,0.10329228639602661,0.10113207995891571,0.0032283971086144447,1046.5500105240208,291480.2783535923,1481.0580892453977,70086.82817114572,1830.330592463022,1349215.1357746774,0.047907452387857694,0.0023313094290948392,-0.04413137088179195,0.009790906206384429,99.38401442307692,-264.72259521484375,6342.3837890625,138.86843872070312,1001.5816040039062,11.194062232971191,1285.5013427734375,48.5042610168457,371.8259582519531,14.930756568908691,248.82496643066406,20.580284118652344,130.0345916748047,3.2070086002349854,119.9563980102539,1.2489557266235352,104.48497009277344,-15.846456527709961,95.33415222167969,15.978459358215332,85.21380615234375,3.3691327571868896,79.07026672363281,-1.5108065605163574,72.0175552368164,1.9059252738952637,70.17161560058594,6.328380107879639,68.47445678710938,-0.9933916926383972,82.162353515625,-2.419452428817749,89.54292297363281,-3.6802151203155518,93.90776062011719,0.4915006756782532,119.28683471679688,5.041453838348389,117.8047866821289,-0.7768498659133911,148.47396850585938,blues
blues.00070.wav,0.32280921936035156,0.0919780507683754,0.10613685846328735,0.0011060802498832345,2159.3919998358315,328873.56335508067,2130.2243806567953,68626.5832204748,4684.529188116299,1074291.3761424988,0.09834769854505027,0.0017452852439065914,0.004389420993218,0.006901127381897542,143.5546875,-133.01597595214844,1942.5369873046875,105.73445129394531,800.1026000976562,-22.14999771118164,316.4515075683594,41.83109664916992,143.75746154785156,-26.984575271606445,155.03720092773438,19.115873336791992,88.20337677001953,-26.562515258789062,223.67701721191406,19.230762481689453,94.88160705566406,-15.33800983428955,91.79425048828125,6.986509323120117,72.56388854980469,-10.808671951293945,98.95453643798828,6.79641580581665,69.73991394042969,-11.725245475769043,71.29208374023438,4.39389705657959,65.70584869384766,-6.027782440185547,63.20241165161133,1.961995244026184,70.74217224121094,-12.30911636352539,93.00985717773438,3.256354808807373,64.56775665283203,-8.804637908935547,64.45939636230469,-3.3718671798706055,71.51174926757812,blues
blues.00028.wav,0.2761554718017578,0.0988733321428299,0.0996667742729187,0.004145585931837559,1115.728201941125,105720.79788882236,1399.0968254764118,52928.58699674788,2290.6465251595127,637938.2803918109,0.04801998743232792,0.0008165978609675527,-0.016210074411934696,0.011421882738689396,103.359375,-248.96224975585938,4966.48291015625,139.03175354003906,398.8231201171875,-16.24002456665039,1162.8214111328125,57.11619186401367,330.3399658203125,20.19236183166504,158.13743591308594,10.160372734069824,133.12782287597656,4.576075553894043,124.90620422363281,0.3379242718219757,118.2062759399414,-7.8628249168396,69.81450653076172,-3.4702460765838623,68.5531005859375,-2.64882493019104,79.34393310546875,-2.842670440673828,66.66246032714844,-0.8947747945785522,95.32530975341797,-2.413379669189453,55.162479400634766,2.5705974102020264,62.17989730834961,-5.871000289916992,46.67365646362305,-12.412887573242188,56.07576370239258,-7.302001953125,37.484310150146484,-0.9235852956771851,48.440818786621094,-2.6985795497894287,86.7669448852539,blues
blues.00064.wav,0.33265000581741333,0.08039157837629318,0.11743242293596268,0.0005462801200337708,2553.361182654169,107855.6408726186,2280.266169662653,32817.073099783796,5148.3757001341355,276384.77290219767,0.14683293153035576,0.001059015153491846,0.005110497328609373,0.005152200478777337,151.99908088235293,-85.1087646484375,886.982421875,88.7997055053711,171.94091796875,-16.3128604888916,190.4927978515625,59.22677230834961,130.01559448242188,-35.97644805908203,78.18421936035156,14.388839721679688,41.14229202270508,-22.2947998046875,51.3814697265625,9.654230117797852,53.54384231567383,-14.818460464477539,45.35124206542969,11.17513370513916,45.680625915527344,-14.799715995788574,42.181888580322266,8.472940444946289,36.546875,-19.585275650024414,37.833621978759766,6.412784576416016,42.213409423828125,-13.775700569152832,40.319984436035156,6.113825798034668,39.0854377746582,-13.147977828979492,44.35533905029297,3.9314939975738525,47.96331024169922,-7.612429141998291,43.358829498291016,3.752392053604126,40.883689880371094,blues
blues.00095.wav,0.36994367837905884,0.09129146486520767,0.18709316849708557,0.002156503964215517,1388.6351567802292,509489.4182027594,1773.0236397090016,164770.60359202843,2754.859418050319,2160693.482189954,0.05714703270011601,0.0013287202421487527,0.009376661386774428,0.011058960488671865,135.99917763157896,-130.55099487304688,2304.579833984375,139.9589080810547,958.1461791992188,-1.2859411239624023,535.778076171875,39.31916427612305,172.5773162841797,-6.340002536773682,253.74407958984375,19.773426055908203,145.7329864501953,-11.21119213104248,109.66392517089844,27.243547439575195,126.25387573242188,-16.549047470092773,104.95372772216797,7.035858631134033,100.67915344238281,-1.1956475973129272,71.2105712890625,1.6025086641311646,147.576171875,-6.639289855957031,63.306941986083984,4.951730728149414,91.7449722290039,-1.6352710723876953,58.12430953979492,0.9533696174621582,59.60954284667969,-4.846665859222412,76.01403045654297,-5.967406749725342,66.80500793457031,-2.789360523223877,51.62226867675781,-6.488823413848877,67.5233383178711,blues
blues.00071.wav,0.3051750957965851,0.08006498962640762,0.12055984884500504,0.0003253099857829511,2428.92876695113,97719.36863216064,2286.7107801380635,24997.75780887786,5064.932456315255,231850.43801851847,0.13464138328982986,0.0014292187567062592,0.007201560671306352,0.00787459618696639,143.5546875,-89.35488891601562,695.7948608398438,93.8003921508789,192.72573852539062,-14.560050010681152,133.54795837402344,54.388641357421875,99.27903747558594,-33.50299072265625,64.59033966064453,19.423904418945312,41.72589874267578,-19.761011123657227,46.91728210449219,13.031585693359375,46.13858413696289,-13.86151123046875,52.32659149169922,14.615303993225098,51.72063446044922,-14.968036651611328,60.1899299621582,10.597503662109375,35.50556945800781,-18.02216911315918,34.311119079589844,6.655317783355713,55.02075958251953,-10.208495140075684,54.26900863647461,6.537728786468506,39.87599563598633,-10.848482131958008,36.34480285644531,3.3217015266418457,41.157859802246094,-6.186609745025635,42.471439361572266,3.005218505859375,40.276004791259766,blues
blues.00022.wav,0.30653679370880127,0.09799997508525848,0.1134258508682251,0.003685632487758994,1155.781220867789,314209.2921764589,1497.964258762891,59015.18835996891,2169.033055847593,1332253.5737815758,0.05856995903422274,0.0028679686061733804,-0.014661907916244889,0.010043367787912807,99.38401442307692,-233.9562530517578,6508.5458984375,136.1457061767578,959.8068237304688,3.324410915374756,1163.3109130859375,48.928531646728516,384.25738525390625,8.71544361114502,304.4117736816406,13.966021537780762,166.22531127929688,5.366596698760986,105.68460083007812,0.3995395302772522,127.88021087646484,-13.469852447509766,151.46453857421875,16.877717971801758,82.47953033447266,5.1480913162231445,114.52391815185547,-2.2498207092285156,77.49279022216797,3.9479072093963623,66.11287689208984,5.316488265991211,83.24188232421875,0.8105589747428894,101.00470733642578,-1.1070809364318848,80.26473999023438,-4.5564799308776855,78.79222106933594,-2.430784225463867,100.342529296875,3.3248355388641357,119.32255554199219,-0.6024473905563354,143.3277587890625,blues
blues.00094.wav,0.37668460607528687,0.0959443747997284,0.14106890559196472,0.0053729405626654625,1239.1955798268343,526798.5558314609,1659.8409326614265,232533.07005849737,2517.2530950913574,2823028.925810384,0.05087905730375097,0.002505443511019589,0.030043172899455888,0.023186386266079377,103.359375,-206.2639923095703,6804.52734375,126.61661529541016,1107.1669921875,10.599262237548828,763.343994140625,43.217926025390625,226.0699005126953,12.51242446899414,230.31787109375,19.43365478515625,258.4559631347656,0.3636587858200073,136.37184143066406,12.74484634399414,76.89051055908203,-4.568615436553955,74.10726928710938,4.0517354011535645,60.41982650756836,-4.407840728759766,94.55807495117188,3.6576192378997803,59.10439682006836,-1.4461640119552612,74.37770080566406,-1.6919885873794556,110.50109100341797,-7.161396503448486,74.02040100097656,1.172113060951233,80.62335968017578,-6.224446773529053,69.62129974365234,0.6020984649658203,68.15674591064453,-1.6060246229171753,68.2044677734375,-0.5327496528625488,56.81610107421875,blues
